Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocked),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Child-Issue),Outward issue link (Cloners),Outward issue link (Container),Outward issue link (Container),Outward issue link (Duplicate),Outward issue link (Incorporates),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Required),Outward issue link (Supercedes),Outward issue link (dependent),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affects version (Component)),Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Browser Version),Custom field (Bug Category),Custom field (Bugtraq ID),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Cc),Custom field (Change Category),Custom field (Cloudstack-CVSS),Custom field (Code Review),Custom field (Codeplex ID),Custom field (Complexity),Custom field (Confluence Space Admin),Custom field (Customer(s)),Custom field (Database),Custom field (Date of First Response),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Color),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimated Complexity),Custom field (Evidence Of Open Source Adoption),Custom field (Evidence Of Registration),Custom field (Evidence Of Use On World Wide Web),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue ID),Custom field (External issue URL),Custom field (Fix priority),Custom field (Fix version (Component)),Custom field (Flags),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Ignite Flags),Custom field (Import Existing Data From),Custom field (Initial Confluence Contributors),Custom field (Issues Mailing List),Custom field (JDK Version),Custom field (JIRA Admin),Custom field (Last public comment date),Custom field (Level of effort),Custom field (Lucene Fields),Custom field (Lucene Fields),Custom field (Machine Readable Info),Custom field (New-TLP-TLPName),Custom field (O/S Version),Custom field (Old Scarab Id),Custom field (Patch Info),Custom field (Podling),Custom field (Priority),Custom field (Priority),Custom field (Project),Custom field (Project Key),Custom field (Project Name),Custom field (Proposed Name),Custom field (Protected Branch),Custom field (RYG),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regression),Custom field (Release Note),Custom field (Review Date),Custom field (Reviewer),Custom field (Severity),Custom field (Severity),Custom field (Severity),Custom field (Severity),Custom field (Shepherd),Custom field (Skill Level),Custom field (Skill Level),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Sprint,Custom field (Status Whiteboard),Custom field (Status Whiteboard),Custom field (Status Whiteboard),Custom field (Status Whiteboard),Custom field (Story Points),Custom field (Tags),Custom field (Target Version/s),Custom field (Test and Documentation Plan),Custom field (Testcase included),Custom field (Tester),Custom field (Urgency),Custom field (Workaround),Custom field (old issue number),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
| uname | Linux 5c034fc8bb29 4.4.0-138-generic #164~14.04.1-Ubuntu SMP Fri Oct 5 08:56:16 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux |
| Build tool | maven |
| Personality | /home/jenkins/jenkins-slave/workspace/PreCommit-HDDS-Build/ozone.sh |
| git revision | trunk / 53a86e2 |
| maven | version: Apache Maven 3.3.9 |
| Default Java | 1.8.0_191 |
| findbugs | v3.1.0-RC1 |
| checkstyle | https://builds.apache.org/job/PreCommit-HDDS-Build/2617/artifact/out/diff-checkstyle-hadoop-hdds.txt |
| unit | https://builds.apache.org/job/PreCommit-HDDS-Build/2617/artifact/out/patch-unit-hadoop-ozone.txt |
|  Test Results | https://builds.apache.org/job/PreCommit-HDDS-Build/2617/testReport/ |
| Max. process+thread count | 4856 (vs. ulimit of 10000) |
| modules | C: hadoop-hdds/server-scm U: hadoop-hdds/server-scm |
| Console output | https://builds.apache.org/job/PreCommit-HDDS-Build/2617/console |
| Powered by | Apache Yetus 0.10.0-SNAPSHOT http://yetus.apache.org |


This message was automatically generated.

",01/Apr/19 11:19;linyiqun;+1. Commit this shortly.,"01/Apr/19 11:28;linyiqun;Committed this to trunk while fixing the related checkstyle issue.

Thanks [~adoroszlai] for fixing this.","01/Apr/19 11:42;hudson;SUCCESS: Integrated in Jenkins build Hadoop-trunk-Commit #16314 (See [https://builds.apache.org/job/Hadoop-trunk-Commit/16314/])
HDDS-1360. Invalid metric type due to fully qualified class name. (yqlin: rev 8bfef21efaa8698976e6d80359c66116d7b451ea)
* (edit) hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/server/SCMContainerMetrics.java
","01/Apr/19 11:51;adoroszlai;Thanks [~linyiqun], especially for spotting the checkstyle issue.",,,,,,,,,,,,,,,,,,,,,
CompilerConfiguration.DEFAULT should be immutable,GROOVY-9100,13230539,,Improvement,Resolved,GROOVY,Groovy,software,paulk,Groovy programming language: a modern multi-faceted language for the JVM,https://groovy.apache.org,Major,Fixed,paulk,paulk,paulk,28/Apr/19 10:05,29/Apr/19 06:58,10/May/19 02:09,29/Apr/19 06:58,,,,,,,2.5.7,3.0.0-beta-1,,,,,,,,,0,,,,,"We provide a comment ""Do not modify it!"" but don't take additional precautions that we could.",,"paulk-asert commented on pull request #915: GROOVY-9100: CompilerConfiguration.DEFAULT should be immutable
URL: https://github.com/apache/groovy/pull/915
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;29/Apr/19 01:02;githubbot;600","danielsun1106 commented on issue #915: GROOVY-9100: CompilerConfiguration.DEFAULT should be immutable
URL: https://github.com/apache/groovy/pull/915#issuecomment-487431424
 
 
   +1
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;29/Apr/19 01:12;githubbot;600","asfgit commented on pull request #915: GROOVY-9100: CompilerConfiguration.DEFAULT should be immutable
URL: https://github.com/apache/groovy/pull/915
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;29/Apr/19 01:20;githubbot;600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1800,,,0,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,Mon Apr 29 06:58:18 UTC 2019,,,,,,,,,,,,,,,,,,0|z027n4:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/Apr/19 06:58;paulk;Proposed PR merged.,,,,,,,,,,,,,,,,,,,,,,,,,,
Throw a better exception when validating native method reference fails,GROOVY-9099,13230481,,Improvement,Resolved,GROOVY,Groovy,software,paulk,Groovy programming language: a modern multi-faceted language for the JVM,https://groovy.apache.org,Major,Fixed,daniel_sun,daniel_sun,daniel_sun,27/Apr/19 15:53,03/May/19 09:58,10/May/19 02:09,03/May/19 09:58,,,,,,,3.0.0-beta-1,,,,,,,,,,0,,,,,,,"asfgit commented on pull request #914: GROOVY-9099: Throw a better exception when validating native method reference fails
URL: https://github.com/apache/groovy/pull/914
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;03/May/19 09:57;githubbot;600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,600,,,0,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,Fri May 03 09:58:36 UTC 2019,,,,,,,,,,,,,,,,,,0|z027a8:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/May/19 09:58;daniel_sun;Fixed by [https://github.com/apache/groovy/commit/9ef5c5bd0875f503bbb23b08b0f0bbbdd3b30fb9],,,,,,,,,,,,,,,,,,,,,,,,,,
Default retention policy not implemented for annotation,GROOVY-9095,13230157,,Bug,Resolved,GROOVY,Groovy,software,paulk,Groovy programming language: a modern multi-faceted language for the JVM,https://groovy.apache.org,Major,Fixed,paulk,emilles,emilles,25/Apr/19 19:33,28/Apr/19 09:08,10/May/19 02:09,28/Apr/19 09:06,2.5.6,,,,,,2.5.7,3.0.0-beta-1,,,,Compiler,,,,,0,,,,,"Consider the following:
Anno.java
{code:java}
public @interface Anno {}
{code}
Pogo.groovy
{code:groovy}
@Anno public class Pogo {}
{code}
Pojo.java
{code:java}
@Anno public class Pojo {}
{code}


When compiled, Pogo lacks the annotation in its class file.
{code}
// Compiled from Pogo.groovy (version 1.8 : 52.0, super bit)
public class Pogo implements groovy.lang.GroovyObject {
{code}
vs.
{code}
// Compiled from Pojo.java (version 1.8 : 52.0, super bit)
@Anno
public class Pojo {
{code}

The default for an annotation that lacks an {{@Retention}} annotation is {{@Retention(RetentionPolicy.CLASS)}}.",,"paulk-asert commented on pull request #913: GROOVY-9095: Default retention policy not implemented for annotation …
URL: https://github.com/apache/groovy/pull/913
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;28/Apr/19 09:05;githubbot;600","paulk-asert commented on issue #913: GROOVY-9095: Default retention policy not implemented for annotation …
URL: https://github.com/apache/groovy/pull/913#issuecomment-487360206
 
 
   Merged.
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;28/Apr/19 09:05;githubbot;600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1200,,,0,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-25 23:43:04.141,,,false,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,Sun Apr 28 09:06:53 UTC 2019,,,,,,,,,,,,,,,,,,0|z025a8:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25/Apr/19 23:43;paulk;The default is indeed wrong, the workaround is to add an explicit CLASS retention policy.",28/Apr/19 09:06;paulk;Proposed PR merged. Thanks for spotting the issue!,,,,,,,,,,,,,,,,,,,,,,,,,
Bump gradle to 5.4,GROOVY-9087,13228364,,Dependency upgrade,Resolved,GROOVY,Groovy,software,paulk,Groovy programming language: a modern multi-faceted language for the JVM,https://groovy.apache.org,Major,Fixed,daniel_sun,daniel_sun,daniel_sun,16/Apr/19 14:56,23/Apr/19 09:44,10/May/19 02:09,23/Apr/19 09:44,,,,,,,3.0.0-beta-1,,,,,,,,,,0,,,,,,,"danielsun1106 commented on pull request #912: GROOVY-9087: Bump gradle to 5.4
URL: https://github.com/apache/groovy/pull/912
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;16/Apr/19 14:59;githubbot;600","asfgit commented on pull request #912: GROOVY-9087: Bump gradle to 5.4
URL: https://github.com/apache/groovy/pull/912
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;16/Apr/19 15:51;githubbot;600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1200,,,0,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-23 09:44:43.374,,,false,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,Tue Apr 23 09:44:43 UTC 2019,,,,,,,,,,,,,,,,,,0|z01ua0:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/Apr/19 09:44;paulk;Has been merged,,,,,,,,,,,,,,,,,,,,,,,,,,
@CompileStatic of closure calls with OWNER_FIRST fail at runtime with ClassCastException,GROOVY-9086,13228256,,Bug,Resolved,GROOVY,Groovy,software,paulk,Groovy programming language: a modern multi-faceted language for the JVM,https://groovy.apache.org,Major,Fixed,paulk,AndreasTu,AndreasTu,16/Apr/19 06:45,01/May/19 13:36,10/May/19 02:09,01/May/19 13:36,2.5.6,,,,,,2.5.7,3.0.0-beta-1,,,,Static compilation,,,,,1,,,,,"The attached script fails with a ClassCastException, when method m2 is annotated with 

 
{code:java}
strategy = Closure.OWNER_FIRST
{code}
 but work with 

 
{code:java}
strategy = Closure.DELEGATE_FIRST
{code}
 The expected system-out should be 

 
{code:java}
c1Method called{code}
 in both cases. The generated bytecode for closure Test$_test_closure1$_closure2.class contains a call to getDelegate() instead of getOwner() in case of Closure.OWNER_FIRST. But correctly generates code getOwner() in case of Closure.DELEGATE_FIRST.

The resulting ClassCastException at runtime is:
{code:java}
java.lang.ClassCastException: Test$C2 cannot be cast to groovy.lang.Closure
at Test$_test_closure1$_closure2.doCall(TestScript.groovy:28)
at Test$_test_closure1$_closure2.doCall(TestScript.groovy)
at Test.m2(TestScript.groovy:20)
at Test$_test_closure1.doCall(TestScript.groovy:26)
at Test$_test_closure1.doCall(TestScript.groovy)
at Test.m1(TestScript.groovy:8)
at Test.test(TestScript.groovy:25)
at Test$test.call(Unknown Source)
at TestScript.run(TestScript.groovy:42)
{code}
The wrong bytecode for case Closure.OWNER_FIRST:
{code:java}
public java.lang.Object doCall(java.lang.Object);
descriptor: (Ljava/lang/Object;)Ljava/lang/Object;
flags: ACC_PUBLIC
Code:
stack=1, locals=2, args_size=2
0: aload_0
1: checkcast #2 // class Test$_test_closure1$_closure2
4: invokevirtual #29 // Method getDelegate:()Ljava/lang/Object;
7: checkcast #4 // class groovy/lang/Closure
10: invokevirtual #30 // Method groovy/lang/Closure.getDelegate:()Ljava/lang/Object;
13: checkcast #32 // class Test$C1
16: invokevirtual #36 // Method Test$C1.c1Method:()V
19: aconst_null
20: areturn
{code}
The correct bytecode for case Closure.DELEGATE_FIRST:
{code:java}
public java.lang.Object doCall(java.lang.Object);
descriptor: (Ljava/lang/Object;)Ljava/lang/Object;
flags: ACC_PUBLIC
Code:
stack=1, locals=2, args_size=2
0: aload_0
1: checkcast #2 // class Test$_test_closure1$_closure2
4: invokevirtual #29 // Method getOwner:()Ljava/lang/Object;
7: checkcast #4 // class groovy/lang/Closure
10: invokevirtual #32 // Method groovy/lang/Closure.getDelegate:()Ljava/lang/Object;
13: checkcast #34 // class Test$C1
16: invokevirtual #38 // Method Test$C1.c1Method:()V
19: aconst_null
20: areturn
{code}","WIndows7, Groovy 2.5.6, Java 8 + 11","paulk-asert commented on pull request #917: GROOVY-9086: @CompileStatic of closure calls with OWNER_FIRST fail at…
URL: https://github.com/apache/groovy/pull/917
 
 
   … runtime with ClassCastException
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;01/May/19 07:01;githubbot;600","asfgit commented on pull request #917: GROOVY-9086: @CompileStatic of closure calls with OWNER_FIRST fail at…
URL: https://github.com/apache/groovy/pull/917
 
 
   
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;01/May/19 12:40;githubbot;600","paulk-asert commented on issue #917: GROOVY-9086: @CompileStatic of closure calls with OWNER_FIRST fail at…
URL: https://github.com/apache/groovy/pull/917#issuecomment-488272458
 
 
   Proposed PR merged.
 
----------------------------------------------------------------
This is an automated message from the Apache Git Service.
To respond to the message, please log on to GitHub and use the
URL above to go to the specific comment.
 
For queries about this service, please contact Infrastructure at:
users@infra.apache.org
;01/May/19 12:41;githubbot;600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1800,,,0,1800,,,,,,,,,,,,,,,,,,,,,17/Apr/19 20:29;emilles;StaticTypeCheckingVisitor.java;https://issues.apache.org/jira/secure/attachment/12966283/StaticTypeCheckingVisitor.java,16/Apr/19 06:10;AndreasTu;TestScript.groovy;https://issues.apache.org/jira/secure/attachment/12966039/TestScript.groovy,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-16 22:07:58.065,,,false,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,,,Wed May 01 13:36:07 UTC 2019,,,,,,,,,,,,,,,,,,0|z01tm8:,9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16/Apr/19 22:07;emilles;When the compiler gets to {{StaticInvocationWriter.tryImplicitReceiver}}, it has determined that the implicit receiver is ""delegate.delegate"".  That is your script is interpreted as:
{code:groovy}
@CompileStatic
void test() {
  m1 {
    m2 {
      this.delegate.delegate.c1Method()
    }
  }
}
{code}

It then converts to {{((C1) ((Closure) ((Test$_test_closure1$_closure2) this).getDelegate()).getDelegate()).c1Method()}}.  As you stated, the leftmost ""getDelegate"" should be ""getOwner"".  An instance of {{C2}} is the return value of this first call, which cannot be cast to {{Closure}}.","16/Apr/19 22:35;emilles;The {{DelegationMetadata}} is deciphered by this method in {{StaticTypeCheckingVisitor}} to produce ""Receiver\{type=Test.C1, data=delegate.delegate\}"":
{code:java}
    protected void addReceivers(final List<Receiver<String>> receivers,
                                final Collection<Receiver<String>> owners,
                                final boolean implicitThis) {
        if (typeCheckingContext.delegationMetadata == null || !implicitThis) {
            receivers.addAll(owners);
            return;
        }

        DelegationMetadata dmd = typeCheckingContext.delegationMetadata;
        StringBuilder path = new StringBuilder();
        while (dmd != null) {
            int strategy = dmd.getStrategy();
            ClassNode delegate = dmd.getType();
            dmd = dmd.getParent();
            switch (strategy) {
                case Closure.OWNER_FIRST:
                    receivers.addAll(owners);
                    path.append(""delegate"");
                    doAddDelegateReceiver(receivers, path, delegate);
                    break;
                case Closure.DELEGATE_FIRST:
                    path.append(""delegate"");
                    doAddDelegateReceiver(receivers, path, delegate);
                    receivers.addAll(owners);
                    break;
                case Closure.OWNER_ONLY:
                    receivers.addAll(owners);
                    dmd = null;
                    break;
                case Closure.DELEGATE_ONLY:
                    path.append(""delegate"");
                    doAddDelegateReceiver(receivers, path, delegate);
                    dmd = null;
                    break;
            }
            path.append('.');
        }
    }
{code}

It starts from the innermost scope and moves outwards.  It seems that ""owner"" should be appended for each parent so that the path correctly refers to outer scopes.

Here is what I am trying out:
{code:java}
    protected void addReceivers(final List<Receiver<String>> receivers,
                                final Collection<Receiver<String>> owners,
                                final boolean implicitThis) {
        if (typeCheckingContext.delegationMetadata == null || !implicitThis) {
            receivers.addAll(owners);
            return;
        }

        DelegationMetadata dmd = typeCheckingContext.delegationMetadata;
        StringBuilder path = new StringBuilder();
        while (dmd != null) {
            int strategy = dmd.getStrategy();
            ClassNode delegate = dmd.getType();
            dmd = dmd.getParent();
            switch (strategy) {
                case Closure.OWNER_FIRST:
                    receivers.addAll(owners);
                    addDelegateReceiver(receivers, delegate, path);
                    break;
                case Closure.DELEGATE_FIRST:
                    addDelegateReceiver(receivers, delegate, path);
                    receivers.addAll(owners);
                    break;
                case Closure.OWNER_ONLY:
                    receivers.addAll(owners);
                    dmd = null;
                    break;
                case Closure.DELEGATE_ONLY:
                    addDelegateReceiver(receivers, delegate, path);
                    dmd = null;
                    break;
            }
            path.append(""owner."");
        }
    }

    private static void addDelegateReceiver(final List<Receiver<String>> receivers, final ClassNode delegate, final CharSequence path) {
        receivers.add(new Receiver<String>(delegate, path.toString() + ""delegate""));
        if (isTraitHelper(delegate)) {
            receivers.add(new Receiver<String>(delegate.getOuterClass(), path.toString() + ""delegate""));
        }
    }
{code}","17/Apr/19 15:00;emilles;I think this change replaces the {{StaticTypeCheckingVisitor.adjustData}} method which was added between Groovy 2.4 and 2.5 for cases like this.

I've tested each variation of DELEGATE_FIRST/OWNER_FIRST for the two methods in the test script.  I've also tested against the use case in GROOVY-8873.","17/Apr/19 16:16;emilles;I also tried a case where the resolve strategy is important.  This test case prints ""outer delegate outer delegate"" for dynamic Groovy (as expected) but ""outer delegate inner delegate"" for statically-compiled Groovy.  It is broken for the current Groovy 2.5 as well as with the suggested change above.

{code:groovy}
class C1 {
  void m() {
    print 'outer delegate'
  }
}
class C2 {
  void m() {
    print 'inner delegate'
  }
}
void outer(@DelegatesTo(value = C1, strategy = Closure.OWNER_FIRST) Closure block) {
  block.delegate = new C1()
  block.call()
}
void inner(@DelegatesTo(value = C2, strategy = Closure.OWNER_FIRST) Closure block) {
  block.delegate = new C2()
  block.call()
}

@groovy.transform.CompileStatic
void test() {
  outer {
    m()
    print ' '
    inner {
      m()
    }
  }
}

test()
​{code}","17/Apr/19 16:38;emilles;Also, the ""owner"" qualifier does not seem to work right for nested closures under {{@CompileStatic}}.

{code:groovy}
class C1 {
  void m() {
    print 'outer delegate'
  }
}
class C2 {
  void m() {
    print 'inner delegate'
  }
}
void outer(@DelegatesTo(value = C1) Closure block) {
  block.delegate = new C1()
  block()
}
void inner(@DelegatesTo(value = C2) Closure block) {
  block.delegate = new C2()
  block()
}

@groovy.transform.CompileStatic // comment out and script prints ""outer delegate"" as expected
void test() {
  outer {
    inner {
      owner.m() // ""Cannot find matching method Script#m(). Please check if the declared type is right and if the method exists.""
      // replace ""owner"" with ""delegate"" and CompileStatic has no error and prints ""inner delegate"" as expected
    }
  }
}

test()
{code}

Submitted as GROOVY-9089","17/Apr/19 18:10;emilles;This version of {{addReceivers}} should properly add all owner receivers before the delegate in the case of {{OWNER_FIRST}}.  And {{OWNER_ONLY}} gets receivers from outer scopes in case of nesting.
{code:java}
    protected void addReceivers(List<Receiver<String>> receivers, Collection<Receiver<String>> owners, boolean implicitThis) {
        if (!implicitThis || typeCheckingContext.delegationMetadata == null) {
            receivers.addAll(owners);
        } else {
            addReceivers(receivers, owners, typeCheckingContext.delegationMetadata, """");
        }
    }

    private static void addReceivers(List<Receiver<String>> receivers, Collection<Receiver<String>> owners, DelegationMetadata dmd, String path) {
        int strategy = dmd.getStrategy();
        switch (strategy) {
            case Closure.DELEGATE_ONLY:
            case Closure.DELEGATE_FIRST:
                addDelegateReceiver(receivers, dmd.getType(), path + ""delegate"");
                if (strategy == Closure.DELEGATE_FIRST) {
                    if (dmd.getParent() == null) {
                        receivers.addAll(owners);
                    } else {
                        receivers.add(new Receiver<String>(CLOSURE_TYPE, path + ""owner""));
                        addReceivers(receivers, owners, dmd.getParent(), path + ""owner."");
                    }
                }
                break;
            case Closure.OWNER_ONLY:
            case Closure.OWNER_FIRST:
                if (dmd.getParent() == null) {
                    receivers.addAll(owners);
                } else {
                    receivers.add(new Receiver<String>(CLOSURE_TYPE, path + ""owner""));
                    addReceivers(receivers, owners, dmd.getParent(), path + ""owner."");
                }
                if (strategy == Closure.OWNER_FIRST) {
                    addDelegateReceiver(receivers, dmd.getType(), path + ""delegate"");
                }
                break;
        }
    }

    private static void addDelegateReceiver(List<Receiver<String>> receivers, ClassNode delegate, String path) {
        receivers.add(new Receiver<String>(delegate, path));
        if (Traits.isTrait(delegate.getOuterClass())) {
            receivers.add(new Receiver<String>(delegate.getOuterClass(), path));
        }
    }
{code}

I'm not sure if the addition of the {{CLOSURE_TYPE}} receivers are necessary.","01/May/19 13:36;paulk;Proposed PR based on Eric's suggestions applied:
https://github.com/apache/groovy/pull/917
I removed the CLOSURE_TYPE receivers since they broke some JSON tests.",,,,,,,,,,,,,,,,,,,,
